StimID,AnswerCertainty,AnswerPolarity,ContextType,count,pos,pos_min,pos_q25,pos_q50,pos_q75,pos_max,pri,pri_min,pri_q25,pri_q50,pri_q75,pri_max,rel,rel_min,rel_q25,rel_q50,rel_q75,rel_max,bch,bch_min,bch_q25,bch_q50,bch_q75,bch_max,ech,ech_min,ech_q25,ech_q50,ech_q75,ech_max,klu,klu_min,klu_q25,klu_q50,klu_q75,klu_max,bfu,bfu_min,bfu_q25,bfu_q50,bfu_q75,bfu_max,Answer,Context,CriticalProposition,YourQuestion,YourQuestionIntro,AnswerIntro
10,high_certainty,negative,neutral,12.00,"[0.09, 0.1, 0.25, 0.25, 0.25, 0.27, 0.29, 0.3, 0.3, 0.3, 0.4, 0.5]",0.09,0.25,0.28,0.30,0.50,"[0.38, 0.4, 0.5, 0.5, 0.5, 0.5, 0.54, 0.54, 0.6000000000000001, 0.65, 0.7000000000000001, 0.7000000000000001]",0.38,0.50,0.52,0.61,0.70,"[0.37, 0.55, 0.6000000000000001, 0.65, 0.65, 0.66, 0.7000000000000001, 0.7000000000000001, 0.7000000000000001, 0.73, 0.81, 1.0]",0.37,0.64,0.68,0.71,1.00,"[0.0, 0.14, 0.15, 0.2, 0.23, 0.25, 0.25, 0.29, 0.35, 0.35, 0.4, 0.6000000000000001]",0.00,0.19,0.25,0.35,0.60,"[0.0, 1.1102230249999998e-16, 0.0244278444, 0.0527771561, 0.1187091008, 0.1266571925, 0.1585353638, 0.15967247, 0.15967247, 0.1887218755, 0.4122953056, 0.5215722052]",0.00,0.05,0.14,0.17,0.52,"[0.0, 0.1226223257, 0.1526323008, 0.2391642705, 0.3058319254, 0.3460998741, 0.352442818, 0.5177794146, 0.5678936438000001, 0.5688353319, 0.6756282443, 0.9285060583]",0.00,0.22,0.35,0.57,0.93,"[0.0, 0.4320987654, 0.5, 0.5714285714, 0.6301369863, 0.6520605112, 0.6666666667000001, 0.7692307692, 0.7777777778, 0.8163265306, 0.8386350492, 0.9523809524]",0.00,0.55,0.66,0.79,0.95,Adam has never been in a musical before.,"Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. ",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:
10,high_certainty,negative,positive,10.00,"[0.03, 0.14, 0.2, 0.27, 0.47, 0.53, 0.55, 0.6000000000000001, 0.7000000000000001, 0.8]",0.03,0.22,0.50,0.59,0.80,"[0.24, 0.5, 0.6000000000000001, 0.6000000000000001, 0.6000000000000001, 0.63, 0.76, 0.77, 0.85, 0.9]",0.24,0.60,0.61,0.77,0.90,"[0.3, 0.3, 0.59, 0.6000000000000001, 0.65, 0.65, 0.6900000000000001, 0.73, 0.8, 0.8300000000000001]",0.30,0.59,0.65,0.72,0.83,"[0.0, 0.05, 0.05, 0.07, 0.2, 0.21, 0.3, 0.3, 0.36, 0.62]",0.00,0.06,0.20,0.30,0.62,"[0.0, 0.0218238595, 0.0264509941, 0.1092074565, 0.1120877902, 0.2108014677, 0.219390285, 0.2780719051, 0.4122953056, 0.6006484216]",0.00,0.05,0.16,0.26,0.60,"[0.0, 0.0169497126, 0.0295732194, 0.0328282137, 0.3997802172, 0.4395017885, 0.4728574236, 0.5029238687, 0.5884951268, 0.9426992608]",0.00,0.03,0.42,0.50,0.94,"[0.0, 0.1851851852, 0.2482269504, 0.2941176471, 0.7351139427000001, 0.7407407407000001, 0.75, 0.782778865, 0.9020618557, 0.9485924113]",0.00,0.26,0.74,0.77,0.95,Adam has never been in a musical before.,"Your friend Adam grew up listening to the Les Miserables soundtrack. By age 10 he had memorized every song and occasionally put on full-length productions with his stuffed animals. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. ",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:
10,high_certainty,positive,negative,5.00,"[0.27, 0.6000000000000001, 0.6900000000000001, 0.7000000000000001, 0.9]",0.27,0.60,0.69,0.70,0.90,"[0.35, 0.4, 0.4, 0.55, 0.68]",0.35,0.40,0.40,0.55,0.68,"[0.29, 0.55, 0.74, 0.89, 0.9]",0.29,0.55,0.74,0.89,0.90,"[0.15, 0.2, 0.34, 0.41, 0.5]",0.15,0.20,0.34,0.41,0.50,"[2.2204460489999999e-16, 0.040894597, 0.0629168215, 0.1114835548, 0.5019550009]",0.00,0.04,0.06,0.11,0.50,"[0.1450466117, 0.2361510256, 0.5476687712, 0.6900986889, 0.8394672118000001]",0.15,0.24,0.55,0.69,0.84,"[0.4761904762, 0.5555555556, 0.7580824972, 0.8259468171000001, 0.9259259259]",0.48,0.56,0.76,0.83,0.93,Everyone else who auditioned for the lead got a different part.,"Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:
10,high_certainty,positive,neutral,6.00,"[0.58, 0.7000000000000001, 0.8, 0.85, 0.9, 1.0]",0.58,0.73,0.82,0.89,1.00,"[0.15, 0.5, 0.5, 0.6000000000000001, 0.65, 0.68]",0.15,0.50,0.55,0.64,0.68,"[0.6000000000000001, 0.62, 0.65, 0.7000000000000001, 0.9, 1.0]",0.60,0.63,0.68,0.85,1.00,"[0.02, 0.05, 0.22, 0.3, 0.5, 0.7000000000000001]",0.02,0.09,0.26,0.45,0.70,"[0.0, 0.0105033006, 0.0527771561, 0.2780719051, 0.4353858641, 1.0]",0.00,0.02,0.17,0.40,1.00,"[0.0027499872, 0.0185298772, 0.3634156451, 0.4728574236, 0.9, 0.9822887276]",0.00,0.10,0.42,0.79,0.98,"[0.0793650794, 0.2040816327, 0.75, 0.7638888889000001, 0.9688581315, 1.0]",0.08,0.34,0.76,0.92,1.00,Everyone else who auditioned for the lead got a different part.,"Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. ",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:
10,high_certainty,positive,positive,5.00,"[0.0, 0.65, 0.67, 0.9, 0.91]",0.00,0.65,0.67,0.90,0.91,"[0.1, 0.35, 0.51, 0.59, 0.8]",0.10,0.35,0.51,0.59,0.80,"[0.7000000000000001, 0.73, 0.86, 1.0, 1.0]",0.70,0.73,0.86,1.00,1.00,"[0.08, 0.1, 0.1, 0.3, 0.4]",0.08,0.10,0.10,0.30,0.40,"[0.0, 0.061574096, 0.2529325013, 0.4689955936, 0.5632416247]",0.00,0.06,0.25,0.47,0.56,"[0.0440543801, 0.1147468135, 0.2953119505, 0.4603967445, 0.7117000451000001]",0.04,0.11,0.30,0.46,0.71,"[0.2912267929, 0.5555555556, 0.7100591716, 0.8970621216, 1.0]",0.29,0.56,0.71,0.90,1.00,Everyone else who auditioned for the lead got a different part.,"Your friend Adam grew up listening to the Les Miserables soundtrack. By age 10 he had memorized every song and occasionally put on full-length productions with his stuffed animals. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. ",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:
10,low_certainty,negative,negative,10.00,"[0.05, 0.05, 0.05, 0.1, 0.14, 0.17, 0.21, 0.3, 0.35, 0.61]",0.05,0.06,0.15,0.28,0.61,"[0.1, 0.2, 0.2, 0.25, 0.36, 0.4, 0.45, 0.5, 0.62, 0.62]",0.10,0.21,0.38,0.49,0.62,"[0.39, 0.46, 0.52, 0.56, 0.6000000000000001, 0.65, 0.6900000000000001, 0.7000000000000001, 0.79, 0.85]",0.39,0.53,0.62,0.70,0.85,"[0.01, 0.05, 0.05, 0.05, 0.06, 0.1, 0.15, 0.28, 0.45, 0.5700000000000001]",0.01,0.05,0.08,0.25,0.57,"[0.0067575263, 0.0368825391, 0.0700127748, 0.1376892832, 0.1825986365, 0.2012004493, 0.2529325013, 0.3350696752, 0.6716450651, 0.7136030429]",0.01,0.09,0.19,0.31,0.71,"[0.000702414, 0.0174252807, 0.0210406701, 0.039912718, 0.053985891, 0.1147468135, 0.1618711301, 0.4428242869, 0.8066265003, 0.9157089002]",0.00,0.03,0.08,0.37,0.92,"[0.041356493, 0.1923076923, 0.2222222222, 0.3488372093, 0.5263157895, 0.5274261603, 0.5555555556, 0.7496653280000001, 0.9473684211, 0.9677419355]",0.04,0.25,0.53,0.70,0.97,Adam is not a great dancer.,"Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:
10,low_certainty,negative,neutral,9.00,"[0.0, 0.0, 0.07, 0.09, 0.24, 0.35, 0.38, 0.5, 0.53]",0.00,0.07,0.24,0.38,0.53,"[0.24, 0.3, 0.5, 0.5, 0.52, 0.58, 0.59, 0.65, 0.66]",0.24,0.50,0.52,0.59,0.66,"[0.13, 0.48, 0.52, 0.53, 0.6000000000000001, 0.64, 0.65, 0.6900000000000001, 0.92]",0.13,0.52,0.60,0.65,0.92,"[0.12, 0.16, 0.17, 0.21, 0.21, 0.24, 0.34, 0.43, 0.5]",0.12,0.17,0.21,0.34,0.50,"[0.0184584465, 0.0633335332, 0.0647774806, 0.075181295, 0.1864136156, 0.4448210822, 0.6340763491, 0.7950402794, 1.0]",0.02,0.06,0.19,0.63,1.00,"[0.0960105592, 0.1642578798, 0.1766369138, 0.256514618, 0.3515427857, 0.5478726597, 0.5981431981, 0.7677671506, 0.9]",0.10,0.18,0.35,0.60,0.90,"[0.3927986907, 0.4848484848, 0.5029585799, 0.5740841990000001, 0.7692307692, 0.7713248639, 0.9247311828, 1.0, 1.0]",0.39,0.50,0.77,0.92,1.00,Adam is not a great dancer.,"Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. ",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:
10,low_certainty,negative,positive,11.00,"[0.18, 0.24, 0.24, 0.27, 0.4, 0.44, 0.47, 0.5, 0.6000000000000001, 0.75, 0.75]",0.18,0.26,0.44,0.55,0.75,"[0.41, 0.5, 0.5, 0.55, 0.58, 0.6000000000000001, 0.61, 0.62, 0.64, 0.65, 0.7000000000000001]",0.41,0.53,0.60,0.63,0.70,"[0.27, 0.6000000000000001, 0.61, 0.61, 0.66, 0.67, 0.73, 0.77, 0.78, 0.84, 1.0]",0.27,0.61,0.67,0.78,1.00,"[0.0, 0.1, 0.15, 0.15, 0.17, 0.17, 0.25, 0.25, 0.31, 0.37, 0.4]",0.00,0.15,0.17,0.28,0.40,"[0.0, 0.0247879727, 0.0368825391, 0.0393595663, 0.0896596952, 0.101218553, 0.15967247, 0.1814601894, 0.1887218755, 0.1977341746, 0.3013768493]",0.00,0.04,0.10,0.19,0.30,"[0.0, 0.0722724513, 0.1421344126, 0.1526323008, 0.177603975, 0.1912667699, 0.348954502, 0.352442818, 0.484155536, 0.609470633, 0.6746448228]",0.00,0.15,0.19,0.42,0.67,"[0.0, 0.3571428571, 0.456482045, 0.4976580796, 0.5, 0.5455712452, 0.641025641, 0.6666666667000001, 0.7416267943, 0.7919520548000001, 0.8410428932]",0.00,0.48,0.55,0.70,0.84,Adam is not a great dancer.,"Your friend Adam grew up listening to the Les Miserables soundtrack. By age 10 he had memorized every song and occasionally put on full-length productions with his stuffed animals. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. ",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:
10,low_certainty,positive,negative,13.00,"[0.25, 0.35, 0.58, 0.62, 0.65, 0.66, 0.7000000000000001, 0.71, 0.77, 0.8, 0.85, 0.87, 0.95]",0.25,0.62,0.70,0.80,0.95,"[0.15, 0.23, 0.3, 0.3, 0.32, 0.33, 0.35, 0.4, 0.59, 0.6000000000000001, 0.61, 0.65, 0.73]",0.15,0.30,0.35,0.60,0.73,"[0.44, 0.46, 0.56, 0.56, 0.56, 0.59, 0.63, 0.68, 0.7000000000000001, 0.75, 0.8, 0.8200000000000001, 0.8300000000000001]",0.44,0.56,0.63,0.75,0.83,"[0.1, 0.1, 0.12, 0.12, 0.22, 0.25, 0.26, 0.26, 0.27, 0.28, 0.34, 0.41, 0.47]",0.10,0.12,0.26,0.28,0.47,"[0.0125696529, 0.0204372472, 0.0239739669, 0.0368825391, 0.0896596952, 0.1001629958, 0.1560567518, 0.1560567518, 0.1929982779, 0.2014378197, 0.366660164, 0.4073613635, 0.5550676791]",0.01,0.04,0.16,0.20,0.56,"[0.0692424777, 0.1063081741, 0.1064611832, 0.1151497016, 0.3440407876, 0.3934856622, 0.4113413805, 0.423740002, 0.4239956445, 0.4273449198, 0.5525959808, 0.69362773, 0.7877708480000001]",0.07,0.12,0.41,0.43,0.79,"[0.3571428571, 0.4452690167, 0.4452690167, 0.4705882353, 0.641025641, 0.6699751861000001, 0.6896551724000001, 0.7460545194, 0.7575757576000001, 0.7662835249000001, 0.8249496982000001, 0.8576998051, 0.8768656716000001]",0.36,0.47,0.69,0.77,0.88,"Buster got a rejection email yesterday, but Adam didn't.","Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:
10,low_certainty,positive,neutral,13.00,"[0.39, 0.55, 0.56, 0.6000000000000001, 0.65, 0.67, 0.71, 0.75, 0.76, 0.8, 0.8300000000000001, 0.8300000000000001, 0.91]",0.39,0.60,0.71,0.80,0.91,"[0.2, 0.24, 0.31, 0.35, 0.35, 0.43, 0.5, 0.5, 0.5, 0.6000000000000001, 0.7000000000000001, 0.73, 0.75]",0.20,0.35,0.50,0.60,0.75,"[0.38, 0.55, 0.61, 0.65, 0.68, 0.6900000000000001, 0.75, 0.75, 0.75, 0.75, 0.77, 0.9, 0.91]",0.38,0.65,0.75,0.75,0.91,"[0.08, 0.1, 0.1, 0.11, 0.16, 0.17, 0.2, 0.25, 0.26, 0.3, 0.32, 0.4, 0.4]",0.08,0.11,0.20,0.30,0.40,"[0.0, 0.0587063986, 0.0716260901, 0.0850736272, 0.1022293481, 0.1593628043, 0.1837598575, 0.1887218755, 0.1945472418, 0.2049597206, 0.2490224996, 0.3281102584, 0.3748083074]",0.00,0.09,0.18,0.20,0.37,"[0.0465897022, 0.0819286435, 0.0835336428, 0.0885479035, 0.1778967355, 0.241266186, 0.2435404802, 0.352442818, 0.3762073125, 0.4603967445, 0.5403805087, 0.6769723948, 0.7187953489000001]",0.05,0.09,0.24,0.46,0.72,"[0.2972872538, 0.3873239437, 0.4166666667, 0.4462293619, 0.5074626866, 0.5594405594, 0.6666666667000001, 0.6842105263, 0.7032967033, 0.7100591716, 0.7518796992, 0.8333333333, 0.8454872120000001]",0.30,0.45,0.67,0.71,0.85,"Buster got a rejection email yesterday, but Adam didn't.","Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. ",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:
10,low_certainty,positive,positive,11.00,"[0.6000000000000001, 0.77, 0.77, 0.81, 0.8300000000000001, 0.88, 0.89, 0.92, 0.95, 0.99, 1.0]",0.60,0.79,0.88,0.94,1.00,"[0.5, 0.5, 0.58, 0.6000000000000001, 0.64, 0.67, 0.7000000000000001, 0.7000000000000001, 0.75, 0.85, 0.95]",0.50,0.59,0.67,0.73,0.95,"[0.59, 0.65, 0.66, 0.68, 0.7000000000000001, 0.75, 0.77, 0.89, 0.9, 0.98, 1.0]",0.59,0.67,0.75,0.90,1.00,"[0.0, 0.04, 0.07, 0.1, 0.13, 0.14, 0.25, 0.25, 0.27, 0.34, 0.38]",0.00,0.09,0.14,0.26,0.38,"[0.0, 0.1032795957, 0.2056038212, 0.2134549129, 0.2219886965, 0.2235861205, 0.3234433476, 0.4427672311, 0.4706391347, 0.5792747048, 0.8112781245]",0.00,0.21,0.22,0.46,0.81,"[0.0, 0.0399632152, 0.0788862203, 0.1383619002, 0.1496799941, 0.1550973224, 0.4001933126, 0.4182297371, 0.6154414242, 0.6206405476, 0.6616541412]",0.00,0.11,0.16,0.52,0.66,"[0.0, 0.303030303, 0.5220883534, 0.5237560793, 0.7012987013, 0.7017543860000001, 0.7802746567000001, 0.8080808081, 0.8636363636000001, 0.8799171843, 1.0]",0.00,0.52,0.70,0.84,1.00,"Buster got a rejection email yesterday, but Adam didn't.","Your friend Adam grew up listening to the Les Miserables soundtrack. By age 10 he had memorized every song and occasionally put on full-length productions with his stuffed animals. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. ",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:
10,non_answer,positive,negative,11.00,"[0.12, 0.2, 0.23, 0.25, 0.35, 0.38, 0.4, 0.5, 0.54, 0.5700000000000001, 0.6000000000000001]",0.12,0.24,0.38,0.52,0.60,"[0.12, 0.15, 0.2, 0.25, 0.31, 0.4, 0.4, 0.43, 0.5, 0.54, 0.6000000000000001]",0.12,0.23,0.40,0.46,0.60,"[0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.01, 0.03, 0.05, 0.1, 0.53]",0.00,0.00,0.01,0.04,0.53,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.05, 0.08, 0.26]",0.00,0.00,0.00,0.05,0.26,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.027773015, 0.0368825391, 0.0926415788, 0.1681709988]",0.00,0.00,0.00,0.03,0.17,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0169892934, 0.0174252807, 0.0710957036, 0.3798221362]",0.00,0.00,0.00,0.02,0.38,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1875468867, 0.1923076923, 0.4092071611, 0.6610729723000001]",0.00,0.00,0.00,0.19,0.66,The set design budget is huge this year.,"Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. Adam is enthusiastic, but he's very shy and quiet.",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:
10,non_answer,positive,neutral,7.00,"[0.09, 0.21, 0.44, 0.5, 0.51, 0.54, 0.64]",0.09,0.33,0.50,0.53,0.64,"[0.1, 0.2, 0.44, 0.5, 0.52, 0.52, 0.78]",0.10,0.32,0.50,0.52,0.78,"[0.0, 0.0, 0.0, 0.08, 0.15, 0.2, 0.26]",0.00,0.00,0.08,0.17,0.26,"[0.0, 0.0, 0.01, 0.01, 0.01, 0.02, 0.14]",0.00,0.01,0.01,0.01,0.14,"[0.0, 0.0, 0.0008659058, 0.0034670972, 0.019554645, 0.0325257765, 0.1825156863]",0.00,0.00,0.00,0.03,0.18,"[0.0, 0.0, 0.0006649183, 0.0010249421, 0.0019013378, 0.002661815, 0.1549550665]",0.00,0.00,0.00,0.00,0.15,"[-2.2204460489999999e-16, 0.0, 0.0392464678, 0.0595238095, 0.0771604938, 0.1098901099, 0.4985754986]",-0.00,0.02,0.06,0.09,0.50,The set design budget is huge this year.,"Your friend Adam grew up listening to the Les Miserables soundtrack. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. ",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:
10,non_answer,positive,positive,9.00,"[0.3, 0.4, 0.48, 0.5, 0.71, 0.75, 0.85, 0.85, 0.85]",0.30,0.48,0.71,0.85,0.85,"[0.34, 0.48, 0.5, 0.6000000000000001, 0.71, 0.75, 0.85, 0.85, 0.85]",0.34,0.50,0.71,0.85,0.85,"[0.0, 0.0, 0.0, 0.0, 0.03, 0.04, 0.05, 0.1, 0.18]",0.00,0.00,0.03,0.05,0.18,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.2]",0.00,0.00,0.00,0.00,0.20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2204460489999999e-16, 0.0435278057]",0.00,0.00,0.00,0.00,0.04,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0120170602, 0.2361510256]",0.00,0.00,0.00,0.00,0.24,"[-2.2204460489999999e-16, -2.2204460489999999e-16, -2.2204460489999999e-16, 0.0, 0.0, 0.0, 0.0, 0.1680672269, 0.5555555556]",-0.00,-0.00,0.00,0.00,0.56,The set design budget is huge this year.,"Your friend Adam grew up listening to the Les Miserables soundtrack. By age 10 he had memorized every song and occasionally put on full-length productions with his stuffed animals. This year, the school's drama club is putting on the show, and (naturally) Adam auditioned for the lead role. ",Adam got the lead role,Did Adam get the lead role?,You ask your friend Jane:,Jane responds:
11,exhaustive,negative,negative,7.00,"[0.0, 0.0, 0.0, 0.01, 0.03, 0.1, 0.28]",0.00,0.00,0.01,0.07,0.28,"[0.22, 0.31, 0.35, 0.5, 0.5700000000000001, 0.65, 0.66]",0.22,0.33,0.50,0.61,0.66,"[0.58, 0.75, 0.92, 1.0, 1.0, 1.0, 1.0]",0.58,0.83,1.00,1.00,1.00,"[0.21, 0.29, 0.31, 0.32, 0.5, 0.56, 0.65]",0.21,0.30,0.32,0.53,0.65,"[0.1303642266, 0.4558231114, 0.6793743671, 0.7396761975, 0.8931734584000001, 0.9340680554, 1.0]",0.13,0.57,0.74,0.91,1.00,"[0.4354343534, 0.4940827833, 0.6483497446, 0.7084800593, 0.8980715611000001, 0.9, 0.9694207502]",0.44,0.57,0.71,0.90,0.97,"[0.7066276803, 0.942562592, 0.9427609428, 0.9641873278, 1.0, 1.0, 1.0]",0.71,0.94,0.96,1.00,1.00,She's right outside.,"You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party. Jane said she would help set up, so you're expecting her to be early.",Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe responds:
11,exhaustive,negative,neutral,6.00,"[0.0, 0.0, 0.0, 0.01, 0.03, 0.03]",0.00,0.00,0.01,0.03,0.03,"[0.15, 0.2, 0.25, 0.5, 0.5, 0.5]",0.15,0.21,0.38,0.50,0.50,"[0.85, 0.95, 0.97, 0.97, 1.0, 1.0]",0.85,0.95,0.97,0.99,1.00,"[0.15, 0.19, 0.22, 0.47, 0.5, 0.5]",0.15,0.20,0.34,0.49,0.50,"[0.6098403047000001, 0.6168862666, 0.6411349590000001, 0.8056081422, 1.0, 1.0]",0.61,0.62,0.72,0.95,1.00,"[0.4171795977, 0.4518933882, 0.4607309652, 0.8435441315000001, 0.9, 0.9]",0.42,0.45,0.65,0.89,0.90,"[0.9072164948, 0.9595959596, 0.9690721649, 1.0, 1.0, 1.0]",0.91,0.96,0.98,1.00,1.00,She's right outside.,You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party.,Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe responds:
11,exhaustive,negative,positive,13.00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.01, 0.01, 0.03, 0.07, 0.12]",0.00,0.00,0.01,0.01,0.12,"[0.39, 0.51, 0.59, 0.62, 0.63, 0.65, 0.73, 0.76, 0.76, 0.8, 0.81, 0.81, 0.9]",0.39,0.62,0.73,0.80,0.90,"[0.62, 0.8, 0.81, 0.97, 0.98, 0.99, 0.99, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.62,0.97,0.99,1.00,1.00,"[0.39, 0.5, 0.52, 0.61, 0.61, 0.62, 0.62, 0.75, 0.76, 0.8, 0.81, 0.81, 0.9]",0.39,0.61,0.62,0.80,0.90,"[0.3121037709, 0.4689955936, 0.6105768179000001, 0.7014714599, 0.7014714599, 0.7142471435000001, 0.7219280949, 0.7396761975, 0.7950402794, 0.8698789568, 0.8772488863000001, 0.9189183059, 0.9647995485]",0.31,0.70,0.72,0.87,0.96,"[0.8064107899, 0.8692698261, 0.8872221151, 0.9350491821, 0.9491124867, 0.9508042997, 0.9549112104, 0.9890722916, 0.9912681491, 0.9952349013, 0.995981432, 0.995981432, 0.9995234901]",0.81,0.94,0.95,1.00,1.00,"[0.9476945508, 0.9495641345, 0.9833465504, 0.9902951079, 0.9938090583, 0.9940676607, 0.9968102073, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.95,0.99,1.00,1.00,1.00,She's right outside.,"You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party, and last you heard Jane still had to drop her kids off at the babysitter's.",Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe responds:
11,exhaustive,positive,negative,8.00,"[0.9, 0.91, 0.92, 0.95, 0.97, 0.98, 1.0, 1.0]",0.90,0.92,0.96,0.98,1.00,"[0.16, 0.5, 0.5, 0.59, 0.6000000000000001, 0.81, 0.84, 0.9]",0.16,0.50,0.59,0.82,0.90,"[0.89, 0.9, 0.94, 0.98, 0.99, 1.0, 1.0, 1.0]",0.89,0.93,0.98,1.00,1.00,"[0.08, 0.09, 0.16, 0.36, 0.37, 0.42, 0.5, 0.75]",0.08,0.14,0.36,0.44,0.75,"[0.1978397376, 0.2324758663, 0.327555051, 0.5978208098000001, 0.6343095546, 0.6901035116, 0.7765587366000001, 1.0]",0.20,0.30,0.62,0.71,1.00,"[0.0967724876, 0.1565896056, 0.4396476043, 0.6845509205, 0.7246548769000001, 0.7475477823000001, 0.9, 0.9898159108]",0.10,0.37,0.70,0.79,0.99,"[0.5263157895, 0.8163265306, 0.9130434783, 0.9242618742, 0.9536082474, 0.9811616954, 1.0, 1.0]",0.53,0.89,0.94,0.99,1.00,She'll be a half hour late.,"You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party. Jane said she would help set up, so you're expecting her to be early.",Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe responds:
11,exhaustive,positive,neutral,6.00,"[0.84, 0.86, 0.95, 0.95, 1.0, 1.0]",0.84,0.88,0.95,0.99,1.00,"[0.05, 0.28, 0.46, 0.51, 0.6000000000000001, 0.68]",0.05,0.33,0.48,0.58,0.68,"[0.94, 1.0, 1.0, 1.0, 1.0, 1.0]",0.94,1.00,1.00,1.00,1.00,"[0.16, 0.35, 0.49, 0.54, 0.58, 0.9]",0.16,0.39,0.52,0.57,0.90,"[3.8857805859999997e-16, 0.2700719031, 0.2712119989, 0.6845536373000001, 0.9953784388, 0.9997114418]",0.00,0.27,0.48,0.92,1.00,"[0.1984656267, 0.6687291379, 0.8932005165, 0.9132044709, 0.9241936186, 0.9998497324]",0.20,0.72,0.90,0.92,1.00,"[0.5952380952, 0.9210526316, 0.9366925065, 0.9972299169, 1.0, 1.0]",0.60,0.92,0.97,1.00,1.00,She'll be a half hour late.,You’re throwing a party and you’re expecting your roommate's friend Jane to come. It’s 20 minutes before the party.,Jane will be late,Is Jane going to be late?,You text your friend Joe to ask:,Joe responds:
