submission_id,AnswerCertainty,AnswerPolarity,ContextType,StimID,TaskType,TrialType,age,certainty_max,certainty_min,comments,education,experimentType,experiment_duration,experiment_end_time,experiment_start_time,gender,group,languages,p_max,p_min,prolific_pid,prolific_session_id,prolific_study_id,responseTime,sliderResponse,trialNr
892,NA,NA,NA,3,relevance,reasoning,49,10,0,N/A,Graduated College,relevance_only,639928,1741779098105,1741778458177,male,relevant,English,1,0.9,5daa3d1726488800157a6ffc,67d16d633af30cd37187f612,67d161cf3bffdf1fcef74f61,24410,97,2
892,low_certainty,positive,positive,5,relevance,main,49,NA,NA,N/A,Graduated College,relevance_only,639928,1741779098105,1741778458177,male,relevant,English,NA,NA,5daa3d1726488800157a6ffc,67d16d633af30cd37187f612,67d161cf3bffdf1fcef74f61,63622,76,3
892,exhaustive,negative,neutral,12,relevance,main,49,NA,NA,N/A,Graduated College,relevance_only,639928,1741779098105,1741778458177,male,relevant,English,NA,NA,5daa3d1726488800157a6ffc,67d16d633af30cd37187f612,67d161cf3bffdf1fcef74f61,19732,100,4
892,low_certainty,negative,neutral,11,relevance,main,49,NA,NA,N/A,Graduated College,relevance_only,639928,1741779098105,1741778458177,male,relevant,English,NA,NA,5daa3d1726488800157a6ffc,67d16d633af30cd37187f612,67d161cf3bffdf1fcef74f61,21163,95,5
892,NA,NA,NA,3,relevance,attention,49,6,6,N/A,Graduated College,relevance_only,639928,1741779098105,1741778458177,male,relevant,English,1,0.95,5daa3d1726488800157a6ffc,67d16d633af30cd37187f612,67d161cf3bffdf1fcef74f61,23218,100,6
892,high_certainty,positive,negative,3,relevance,main,49,NA,NA,N/A,Graduated College,relevance_only,639928,1741779098105,1741778458177,male,relevant,English,NA,NA,5daa3d1726488800157a6ffc,67d16d633af30cd37187f612,67d161cf3bffdf1fcef74f61,30914,75,7
892,non_answer,N/A,negative,10,relevance,main,49,NA,NA,N/A,Graduated College,relevance_only,639928,1741779098105,1741778458177,male,relevant,English,NA,NA,5daa3d1726488800157a6ffc,67d16d633af30cd37187f612,67d161cf3bffdf1fcef74f61,24291,5,8
892,NA,NA,NA,4,relevance,reasoning,49,10,0,N/A,Graduated College,relevance_only,639928,1741779098105,1741778458177,male,relevant,English,0.1,0,5daa3d1726488800157a6ffc,67d16d633af30cd37187f612,67d161cf3bffdf1fcef74f61,36707,25,9
892,low_certainty,negative,neutral,7,relevance,main,49,NA,NA,N/A,Graduated College,relevance_only,639928,1741779098105,1741778458177,male,relevant,English,NA,NA,5daa3d1726488800157a6ffc,67d16d633af30cd37187f612,67d161cf3bffdf1fcef74f61,51288,30,10
892,exhaustive,positive,positive,9,relevance,main,49,NA,NA,N/A,Graduated College,relevance_only,639928,1741779098105,1741778458177,male,relevant,English,NA,NA,5daa3d1726488800157a6ffc,67d16d633af30cd37187f612,67d161cf3bffdf1fcef74f61,29663,80,11
892,low_certainty,positive,negative,8,relevance,main,49,NA,NA,N/A,Graduated College,relevance_only,639928,1741779098105,1741778458177,male,relevant,English,NA,NA,5daa3d1726488800157a6ffc,67d16d633af30cd37187f612,67d161cf3bffdf1fcef74f61,27678,70,12
892,NA,NA,NA,4,relevance,attention,49,2,2,N/A,Graduated College,relevance_only,639928,1741779098105,1741778458177,male,relevant,English,0.05,0,5daa3d1726488800157a6ffc,67d16d633af30cd37187f612,67d161cf3bffdf1fcef74f61,16402,0,13
892,high_certainty,negative,positive,4,relevance,main,49,NA,NA,N/A,Graduated College,relevance_only,639928,1741779098105,1741778458177,male,relevant,English,NA,NA,5daa3d1726488800157a6ffc,67d16d633af30cd37187f612,67d161cf3bffdf1fcef74f61,27399,35,14
901,NA,NA,NA,2,relevance,practice,36,NA,NA,,Graduated College,relevance_only,227359,1741779195639,1741778968280,female,relevant,English,NA,NA,5d7fe254a004ee00187ec9f9,67d16ff3f87b6663d409ec2c,67d161cf3bffdf1fcef74f61,30823,59,1
901,NA,NA,NA,3,relevance,practice,36,NA,NA,,Graduated College,relevance_only,227359,1741779195639,1741778968280,female,relevant,English,NA,NA,5d7fe254a004ee00187ec9f9,67d16ff3f87b6663d409ec2c,67d161cf3bffdf1fcef74f61,8161,57,2
901,NA,NA,NA,4,relevance,practice,36,NA,NA,,Graduated College,relevance_only,227359,1741779195639,1741778968280,female,relevant,English,NA,NA,5d7fe254a004ee00187ec9f9,67d16ff3f87b6663d409ec2c,67d161cf3bffdf1fcef74f61,9964,0,3
901,NA,NA,NA,5,relevance,practice,36,NA,NA,,Graduated College,relevance_only,227359,1741779195639,1741778968280,female,relevant,English,NA,NA,5d7fe254a004ee00187ec9f9,67d16ff3f87b6663d409ec2c,67d161cf3bffdf1fcef74f61,10673,100,4
901,exhaustive,positive,positive,10,relevance,main,36,NA,NA,,Graduated College,relevance_only,227359,1741779195639,1741778968280,female,relevant,English,NA,NA,5d7fe254a004ee00187ec9f9,67d16ff3f87b6663d409ec2c,67d161cf3bffdf1fcef74f61,14953,59,1
901,NA,NA,NA,3,relevance,reasoning,36,10,0,,Graduated College,relevance_only,227359,1741779195639,1741778968280,female,relevant,English,1,0.9,5d7fe254a004ee00187ec9f9,67d16ff3f87b6663d409ec2c,67d161cf3bffdf1fcef74f61,5941,89,2
901,high_certainty,positive,negative,12,relevance,main,36,NA,NA,,Graduated College,relevance_only,227359,1741779195639,1741778968280,female,relevant,English,NA,NA,5d7fe254a004ee00187ec9f9,67d16ff3f87b6663d409ec2c,67d161cf3bffdf1fcef74f61,12117,87,3
901,non_answer,N/A,neutral,2,relevance,main,36,NA,NA,,Graduated College,relevance_only,227359,1741779195639,1741778968280,female,relevant,English,NA,NA,5d7fe254a004ee00187ec9f9,67d16ff3f87b6663d409ec2c,67d161cf3bffdf1fcef74f61,4467,100,4
901,high_certainty,positive,negative,9,relevance,main,36,NA,NA,,Graduated College,relevance_only,227359,1741779195639,1741778968280,female,relevant,English,NA,NA,5d7fe254a004ee00187ec9f9,67d16ff3f87b6663d409ec2c,67d161cf3bffdf1fcef74f61,5535,60,5
901,NA,NA,NA,3,relevance,attention,36,6,6,,Graduated College,relevance_only,227359,1741779195639,1741778968280,female,relevant,English,1,0.95,5d7fe254a004ee00187ec9f9,67d16ff3f87b6663d409ec2c,67d161cf3bffdf1fcef74f61,10483,0,6
901,low_certainty,negative,negative,7,relevance,main,36,NA,NA,,Graduated College,relevance_only,227359,1741779195639,1741778968280,female,relevant,English,NA,NA,5d7fe254a004ee00187ec9f9,67d16ff3f87b6663d409ec2c,67d161cf3bffdf1fcef74f61,4965,54,7
901,high_certainty,negative,neutral,1,relevance,main,36,NA,NA,,Graduated College,relevance_only,227359,1741779195639,1741778968280,female,relevant,English,NA,NA,5d7fe254a004ee00187ec9f9,67d16ff3f87b6663d409ec2c,67d161cf3bffdf1fcef74f61,4745,61,8
901,NA,NA,NA,4,relevance,reasoning,36,10,0,,Graduated College,relevance_only,227359,1741779195639,1741778968280,female,relevant,English,0.1,0,5d7fe254a004ee00187ec9f9,67d16ff3f87b6663d409ec2c,67d161cf3bffdf1fcef74f61,5087,44,9
901,exhaustive,positive,positive,4,relevance,main,36,NA,NA,,Graduated College,relevance_only,227359,1741779195639,1741778968280,female,relevant,English,NA,NA,5d7fe254a004ee00187ec9f9,67d16ff3f87b6663d409ec2c,67d161cf3bffdf1fcef74f61,4766,36,10
901,low_certainty,positive,neutral,5,relevance,main,36,NA,NA,,Graduated College,relevance_only,227359,1741779195639,1741778968280,female,relevant,English,NA,NA,5d7fe254a004ee00187ec9f9,67d16ff3f87b6663d409ec2c,67d161cf3bffdf1fcef74f61,3964,59,11
901,exhaustive,negative,positive,6,relevance,main,36,NA,NA,,Graduated College,relevance_only,227359,1741779195639,1741778968280,female,relevant,English,NA,NA,5d7fe254a004ee00187ec9f9,67d16ff3f87b6663d409ec2c,67d161cf3bffdf1fcef74f61,3240,80,12
901,NA,NA,NA,4,relevance,attention,36,2,2,,Graduated College,relevance_only,227359,1741779195639,1741778968280,female,relevant,English,0.05,0,5d7fe254a004ee00187ec9f9,67d16ff3f87b6663d409ec2c,67d161cf3bffdf1fcef74f61,3866,86,13
901,high_certainty,negative,negative,11,relevance,main,36,NA,NA,,Graduated College,relevance_only,227359,1741779195639,1741778968280,female,relevant,English,NA,NA,5d7fe254a004ee00187ec9f9,67d16ff3f87b6663d409ec2c,67d161cf3bffdf1fcef74f61,4178,60,14
868,NA,NA,NA,2,relevance,practice,47,NA,NA,,Graduated High-school,relevance_only,379633,1741778759022,1741778379389,male,relevant,English,NA,NA,5dc486da84799a35fbede98d,67d16dc0ebfde88d705805b1,67d161cf3bffdf1fcef74f61,28253,72,1
868,NA,NA,NA,3,relevance,practice,47,NA,NA,,Graduated High-school,relevance_only,379633,1741778759022,1741778379389,male,relevant,English,NA,NA,5dc486da84799a35fbede98d,67d16dc0ebfde88d705805b1,67d161cf3bffdf1fcef74f61,23502,26,2
868,NA,NA,NA,4,relevance,practice,47,NA,NA,,Graduated High-school,relevance_only,379633,1741778759022,1741778379389,male,relevant,English,NA,NA,5dc486da84799a35fbede98d,67d16dc0ebfde88d705805b1,67d161cf3bffdf1fcef74f61,15901,2,3
868,NA,NA,NA,5,relevance,practice,47,NA,NA,,Graduated High-school,relevance_only,379633,1741778759022,1741778379389,male,relevant,English,NA,NA,5dc486da84799a35fbede98d,67d16dc0ebfde88d705805b1,67d161cf3bffdf1fcef74f61,24736,100,4
868,low_certainty,negative,neutral,6,relevance,main,47,NA,NA,,Graduated High-school,relevance_only,379633,1741778759022,1741778379389,male,relevant,English,NA,NA,5dc486da84799a35fbede98d,67d16dc0ebfde88d705805b1,67d161cf3bffdf1fcef74f61,27175,23,1
868,NA,NA,NA,3,relevance,reasoning,47,10,0,,Graduated High-school,relevance_only,379633,1741778759022,1741778379389,male,relevant,English,1,0.9,5dc486da84799a35fbede98d,67d16dc0ebfde88d705805b1,67d161cf3bffdf1fcef74f61,18009,96,2
868,high_certainty,positive,neutral,8,relevance,main,47,NA,NA,,Graduated High-school,relevance_only,379633,1741778759022,1741778379389,male,relevant,English,NA,NA,5dc486da84799a35fbede98d,67d16dc0ebfde88d705805b1,67d161cf3bffdf1fcef74f61,15886,85,3
868,exhaustive,negative,negative,7,relevance,main,47,NA,NA,,Graduated High-school,relevance_only,379633,1741778759022,1741778379389,male,relevant,English,NA,NA,5dc486da84799a35fbede98d,67d16dc0ebfde88d705805b1,67d161cf3bffdf1fcef74f61,23197,36,4
868,exhaustive,positive,negative,5,relevance,main,47,NA,NA,,Graduated High-school,relevance_only,379633,1741778759022,1741778379389,male,relevant,English,NA,NA,5dc486da84799a35fbede98d,67d16dc0ebfde88d705805b1,67d161cf3bffdf1fcef74f61,19545,3,5
868,NA,NA,NA,3,relevance,attention,47,6,6,,Graduated High-school,relevance_only,379633,1741778759022,1741778379389,male,relevant,English,1,0.95,5dc486da84799a35fbede98d,67d16dc0ebfde88d705805b1,67d161cf3bffdf1fcef74f61,25254,2,6
868,low_certainty,positive,positive,10,relevance,main,47,NA,NA,,Graduated High-school,relevance_only,379633,1741778759022,1741778379389,male,relevant,English,NA,NA,5dc486da84799a35fbede98d,67d16dc0ebfde88d705805b1,67d161cf3bffdf1fcef74f61,15684,34,7
868,exhaustive,positive,negative,12,relevance,main,47,NA,NA,,Graduated High-school,relevance_only,379633,1741778759022,1741778379389,male,relevant,English,NA,NA,5dc486da84799a35fbede98d,67d16dc0ebfde88d705805b1,67d161cf3bffdf1fcef74f61,13297,78,8
868,NA,NA,NA,4,relevance,reasoning,47,10,0,,Graduated High-school,relevance_only,379633,1741778759022,1741778379389,male,relevant,English,0.1,0,5dc486da84799a35fbede98d,67d16dc0ebfde88d705805b1,67d161cf3bffdf1fcef74f61,23877,5,9
868,non_answer,N/A,neutral,9,relevance,main,47,NA,NA,,Graduated High-school,relevance_only,379633,1741778759022,1741778379389,male,relevant,English,NA,NA,5dc486da84799a35fbede98d,67d16dc0ebfde88d705805b1,67d161cf3bffdf1fcef74f61,13746,10,10
868,non_answer,N/A,positive,1,relevance,main,47,NA,NA,,Graduated High-school,relevance_only,379633,1741778759022,1741778379389,male,relevant,English,NA,NA,5dc486da84799a35fbede98d,67d16dc0ebfde88d705805b1,67d161cf3bffdf1fcef74f61,15961,4,11
868,high_certainty,negative,positive,11,relevance,main,47,NA,NA,,Graduated High-school,relevance_only,379633,1741778759022,1741778379389,male,relevant,English,NA,NA,5dc486da84799a35fbede98d,67d16dc0ebfde88d705805b1,67d161cf3bffdf1fcef74f61,15104,62,12
868,NA,NA,NA,4,relevance,attention,47,2,2,,Graduated High-school,relevance_only,379633,1741778759022,1741778379389,male,relevant,English,0.05,0,5dc486da84799a35fbede98d,67d16dc0ebfde88d705805b1,67d161cf3bffdf1fcef74f61,19967,0,13
868,exhaustive,negative,positive,3,relevance,main,47,NA,NA,,Graduated High-school,relevance_only,379633,1741778759022,1741778379389,male,relevant,English,NA,NA,5dc486da84799a35fbede98d,67d16dc0ebfde88d705805b1,67d161cf3bffdf1fcef74f61,11306,84,14
870,NA,NA,NA,2,relevance,practice,29,NA,NA,,Higher degree,relevance_only,508564,1741778767575,1741778259011,female,relevant,English,NA,NA,61474f07f4cfbc50cb3b2f1e,67d16cc3512939732f6de467,67d161cf3bffdf1fcef74f61,42448,70,1
870,NA,NA,NA,3,relevance,practice,29,NA,NA,,Higher degree,relevance_only,508564,1741778767575,1741778259011,female,relevant,English,NA,NA,61474f07f4cfbc50cb3b2f1e,67d16cc3512939732f6de467,67d161cf3bffdf1fcef74f61,127901,41,2
870,NA,NA,NA,4,relevance,practice,29,NA,NA,,Higher degree,relevance_only,508564,1741778767575,1741778259011,female,relevant,English,NA,NA,61474f07f4cfbc50cb3b2f1e,67d16cc3512939732f6de467,67d161cf3bffdf1fcef74f61,14241,0,3
870,NA,NA,NA,5,relevance,practice,29,NA,NA,,Higher degree,relevance_only,508564,1741778767575,1741778259011,female,relevant,English,NA,NA,61474f07f4cfbc50cb3b2f1e,67d16cc3512939732f6de467,67d161cf3bffdf1fcef74f61,19193,99,4
870,exhaustive,negative,neutral,8,relevance,main,29,NA,NA,,Higher degree,relevance_only,508564,1741778767575,1741778259011,female,relevant,English,NA,NA,61474f07f4cfbc50cb3b2f1e,67d16cc3512939732f6de467,67d161cf3bffdf1fcef74f61,20526,100,1
870,NA,NA,NA,3,relevance,reasoning,29,10,0,,Higher degree,relevance_only,508564,1741778767575,1741778259011,female,relevant,English,1,0.9,61474f07f4cfbc50cb3b2f1e,67d16cc3512939732f6de467,67d161cf3bffdf1fcef74f61,18823,77,2
870,high_certainty,negative,neutral,2,relevance,main,29,NA,NA,,Higher degree,relevance_only,508564,1741778767575,1741778259011,female,relevant,English,NA,NA,61474f07f4cfbc50cb3b2f1e,67d16cc3512939732f6de467,67d161cf3bffdf1fcef74f61,13802,79,3
870,non_answer,N/A,positive,1,relevance,main,29,NA,NA,,Higher degree,relevance_only,508564,1741778767575,1741778259011,female,relevant,English,NA,NA,61474f07f4cfbc50cb3b2f1e,67d16cc3512939732f6de467,67d161cf3bffdf1fcef74f61,18188,0,4
870,high_certainty,negative,negative,11,relevance,main,29,NA,NA,,Higher degree,relevance_only,508564,1741778767575,1741778259011,female,relevant,English,NA,NA,61474f07f4cfbc50cb3b2f1e,67d16cc3512939732f6de467,67d161cf3bffdf1fcef74f61,11173,82,5
870,NA,NA,NA,3,relevance,attention,29,6,6,,Higher degree,relevance_only,508564,1741778767575,1741778259011,female,relevant,English,1,0.95,61474f07f4cfbc50cb3b2f1e,67d16cc3512939732f6de467,67d161cf3bffdf1fcef74f61,14918,0,6
870,low_certainty,negative,positive,3,relevance,main,29,NA,NA,,Higher degree,relevance_only,508564,1741778767575,1741778259011,female,relevant,English,NA,NA,61474f07f4cfbc50cb3b2f1e,67d16cc3512939732f6de467,67d161cf3bffdf1fcef74f61,14887,71,7
870,low_certainty,positive,neutral,12,relevance,main,29,NA,NA,,Higher degree,relevance_only,508564,1741778767575,1741778259011,female,relevant,English,NA,NA,61474f07f4cfbc50cb3b2f1e,67d16cc3512939732f6de467,67d161cf3bffdf1fcef74f61,14533,13,8
870,NA,NA,NA,4,relevance,reasoning,29,10,0,,Higher degree,relevance_only,508564,1741778767575,1741778259011,female,relevant,English,0.1,0,61474f07f4cfbc50cb3b2f1e,67d16cc3512939732f6de467,67d161cf3bffdf1fcef74f61,18093,39,9
870,exhaustive,negative,positive,4,relevance,main,29,NA,NA,,Higher degree,relevance_only,508564,1741778767575,1741778259011,female,relevant,English,NA,NA,61474f07f4cfbc50cb3b2f1e,67d16cc3512939732f6de467,67d161cf3bffdf1fcef74f61,11108,82,10
870,low_certainty,positive,negative,7,relevance,main,29,NA,NA,,Higher degree,relevance_only,508564,1741778767575,1741778259011,female,relevant,English,NA,NA,61474f07f4cfbc50cb3b2f1e,67d16cc3512939732f6de467,67d161cf3bffdf1fcef74f61,31155,57,11
870,exhaustive,positive,negative,6,relevance,main,29,NA,NA,,Higher degree,relevance_only,508564,1741778767575,1741778259011,female,relevant,English,NA,NA,61474f07f4cfbc50cb3b2f1e,67d16cc3512939732f6de467,67d161cf3bffdf1fcef74f61,46586,100,12
870,NA,NA,NA,4,relevance,attention,29,2,2,,Higher degree,relevance_only,508564,1741778767575,1741778259011,female,relevant,English,0.05,0,61474f07f4cfbc50cb3b2f1e,67d16cc3512939732f6de467,67d161cf3bffdf1fcef74f61,23485,0,13
870,high_certainty,positive,positive,9,relevance,main,29,NA,NA,,Higher degree,relevance_only,508564,1741778767575,1741778259011,female,relevant,English,NA,NA,61474f07f4cfbc50cb3b2f1e,67d16cc3512939732f6de467,67d161cf3bffdf1fcef74f61,13443,91,14
878,NA,NA,NA,2,relevance,practice,66,NA,NA,,Higher degree,relevance_only,279208,1741778869516,1741778590308,female,relevant,English,NA,NA,5f89a9376dcf670813a3bc9a,67d16e93062db56bb7b82dd2,67d161cf3bffdf1fcef74f61,30750,65,1
878,NA,NA,NA,3,relevance,practice,66,NA,NA,,Higher degree,relevance_only,279208,1741778869516,1741778590308,female,relevant,English,NA,NA,5f89a9376dcf670813a3bc9a,67d16e93062db56bb7b82dd2,67d161cf3bffdf1fcef74f61,27074,37,2
878,NA,NA,NA,4,relevance,practice,66,NA,NA,,Higher degree,relevance_only,279208,1741778869516,1741778590308,female,relevant,English,NA,NA,5f89a9376dcf670813a3bc9a,67d16e93062db56bb7b82dd2,67d161cf3bffdf1fcef74f61,11474,0,3
878,NA,NA,NA,5,relevance,practice,66,NA,NA,,Higher degree,relevance_only,279208,1741778869516,1741778590308,female,relevant,English,NA,NA,5f89a9376dcf670813a3bc9a,67d16e93062db56bb7b82dd2,67d161cf3bffdf1fcef74f61,13094,96,4
878,non_answer,N/A,positive,3,relevance,main,66,NA,NA,,Higher degree,relevance_only,279208,1741778869516,1741778590308,female,relevant,English,NA,NA,5f89a9376dcf670813a3bc9a,67d16e93062db56bb7b82dd2,67d161cf3bffdf1fcef74f61,9464,9,1
878,NA,NA,NA,3,relevance,reasoning,66,10,0,,Higher degree,relevance_only,279208,1741778869516,1741778590308,female,relevant,English,1,0.9,5f89a9376dcf670813a3bc9a,67d16e93062db56bb7b82dd2,67d161cf3bffdf1fcef74f61,9975,83,2
878,low_certainty,positive,positive,12,relevance,main,66,NA,NA,,Higher degree,relevance_only,279208,1741778869516,1741778590308,female,relevant,English,NA,NA,5f89a9376dcf670813a3bc9a,67d16e93062db56bb7b82dd2,67d161cf3bffdf1fcef74f61,10859,71,3
878,high_certainty,positive,negative,11,relevance,main,66,NA,NA,,Higher degree,relevance_only,279208,1741778869516,1741778590308,female,relevant,English,NA,NA,5f89a9376dcf670813a3bc9a,67d16e93062db56bb7b82dd2,67d161cf3bffdf1fcef74f61,7620,85,4
878,low_certainty,negative,positive,10,relevance,main,66,NA,NA,,Higher degree,relevance_only,279208,1741778869516,1741778590308,female,relevant,English,NA,NA,5f89a9376dcf670813a3bc9a,67d16e93062db56bb7b82dd2,67d161cf3bffdf1fcef74f61,19470,56,5
878,NA,NA,NA,3,relevance,attention,66,6,6,,Higher degree,relevance_only,279208,1741778869516,1741778590308,female,relevant,English,1,0.95,5f89a9376dcf670813a3bc9a,67d16e93062db56bb7b82dd2,67d161cf3bffdf1fcef74f61,11085,100,6
878,exhaustive,positive,negative,8,relevance,main,66,NA,NA,,Higher degree,relevance_only,279208,1741778869516,1741778590308,female,relevant,English,NA,NA,5f89a9376dcf670813a3bc9a,67d16e93062db56bb7b82dd2,67d161cf3bffdf1fcef74f61,16426,72,7
878,high_certainty,negative,neutral,4,relevance,main,66,NA,NA,,Higher degree,relevance_only,279208,1741778869516,1741778590308,female,relevant,English,NA,NA,5f89a9376dcf670813a3bc9a,67d16e93062db56bb7b82dd2,67d161cf3bffdf1fcef74f61,10782,29,8
878,NA,NA,NA,4,relevance,reasoning,66,10,0,,Higher degree,relevance_only,279208,1741778869516,1741778590308,female,relevant,English,0.1,0,5f89a9376dcf670813a3bc9a,67d16e93062db56bb7b82dd2,67d161cf3bffdf1fcef74f61,12796,25,9
878,high_certainty,positive,neutral,5,relevance,main,66,NA,NA,,Higher degree,relevance_only,279208,1741778869516,1741778590308,female,relevant,English,NA,NA,5f89a9376dcf670813a3bc9a,67d16e93062db56bb7b82dd2,67d161cf3bffdf1fcef74f61,9001,77,10
878,exhaustive,negative,neutral,2,relevance,main,66,NA,NA,,Higher degree,relevance_only,279208,1741778869516,1741778590308,female,relevant,English,NA,NA,5f89a9376dcf670813a3bc9a,67d16e93062db56bb7b82dd2,67d161cf3bffdf1fcef74f61,15703,75,11
878,exhaustive,positive,negative,6,relevance,main,66,NA,NA,,Higher degree,relevance_only,279208,1741778869516,1741778590308,female,relevant,English,NA,NA,5f89a9376dcf670813a3bc9a,67d16e93062db56bb7b82dd2,67d161cf3bffdf1fcef74f61,9466,87,12
878,NA,NA,NA,4,relevance,attention,66,2,2,,Higher degree,relevance_only,279208,1741778869516,1741778590308,female,relevant,English,0.05,0,5f89a9376dcf670813a3bc9a,67d16e93062db56bb7b82dd2,67d161cf3bffdf1fcef74f61,5834,0,13
878,exhaustive,negative,positive,9,relevance,main,66,NA,NA,,Higher degree,relevance_only,279208,1741778869516,1741778590308,female,relevant,English,NA,NA,5f89a9376dcf670813a3bc9a,67d16e93062db56bb7b82dd2,67d161cf3bffdf1fcef74f61,9359,97,14
888,NA,NA,NA,2,relevance,practice,28,NA,NA,,Graduated College,relevance_only,248616,1741779024196,1741778775580,male,relevant,English ,NA,NA,63d3fbb8c9da3aa4f9302827,67d16f50a814518212811447,67d161cf3bffdf1fcef74f61,31229,0,1
888,NA,NA,NA,3,relevance,practice,28,NA,NA,,Graduated College,relevance_only,248616,1741779024196,1741778775580,male,relevant,English ,NA,NA,63d3fbb8c9da3aa4f9302827,67d16f50a814518212811447,67d161cf3bffdf1fcef74f61,24432,34,2
888,NA,NA,NA,4,relevance,practice,28,NA,NA,,Graduated College,relevance_only,248616,1741779024196,1741778775580,male,relevant,English ,NA,NA,63d3fbb8c9da3aa4f9302827,67d16f50a814518212811447,67d161cf3bffdf1fcef74f61,14098,0,3
888,NA,NA,NA,5,relevance,practice,28,NA,NA,,Graduated College,relevance_only,248616,1741779024196,1741778775580,male,relevant,English ,NA,NA,63d3fbb8c9da3aa4f9302827,67d16f50a814518212811447,67d161cf3bffdf1fcef74f61,10179,99,4
888,exhaustive,negative,neutral,2,relevance,main,28,NA,NA,,Graduated College,relevance_only,248616,1741779024196,1741778775580,male,relevant,English ,NA,NA,63d3fbb8c9da3aa4f9302827,67d16f50a814518212811447,67d161cf3bffdf1fcef74f61,14143,78,1
888,NA,NA,NA,3,relevance,reasoning,28,10,0,,Graduated College,relevance_only,248616,1741779024196,1741778775580,male,relevant,English ,1,0.9,63d3fbb8c9da3aa4f9302827,67d16f50a814518212811447,67d161cf3bffdf1fcef74f61,8581,100,2
888,high_certainty,positive,negative,1,relevance,main,28,NA,NA,,Graduated College,relevance_only,248616,1741779024196,1741778775580,male,relevant,English ,NA,NA,63d3fbb8c9da3aa4f9302827,67d16f50a814518212811447,67d161cf3bffdf1fcef74f61,7381,0,3
888,high_certainty,negative,neutral,7,relevance,main,28,NA,NA,,Graduated College,relevance_only,248616,1741779024196,1741778775580,male,relevant,English ,NA,NA,63d3fbb8c9da3aa4f9302827,67d16f50a814518212811447,67d161cf3bffdf1fcef74f61,13485,0,4
888,low_certainty,positive,negative,11,relevance,main,28,NA,NA,,Graduated College,relevance_only,248616,1741779024196,1741778775580,male,relevant,English ,NA,NA,63d3fbb8c9da3aa4f9302827,67d16f50a814518212811447,67d161cf3bffdf1fcef74f61,8117,63,5
888,NA,NA,NA,3,relevance,attention,28,6,6,,Graduated College,relevance_only,248616,1741779024196,1741778775580,male,relevant,English ,1,0.95,63d3fbb8c9da3aa4f9302827,67d16f50a814518212811447,67d161cf3bffdf1fcef74f61,12333,0,6
888,exhaustive,positive,positive,12,relevance,main,28,NA,NA,,Graduated College,relevance_only,248616,1741779024196,1741778775580,male,relevant,English ,NA,NA,63d3fbb8c9da3aa4f9302827,67d16f50a814518212811447,67d161cf3bffdf1fcef74f61,7335,100,7
888,low_certainty,positive,positive,4,relevance,main,28,NA,NA,,Graduated College,relevance_only,248616,1741779024196,1741778775580,male,relevant,English ,NA,NA,63d3fbb8c9da3aa4f9302827,67d16f50a814518212811447,67d161cf3bffdf1fcef74f61,9101,62,8
888,NA,NA,NA,4,relevance,reasoning,28,10,0,,Graduated College,relevance_only,248616,1741779024196,1741778775580,male,relevant,English ,0.1,0,63d3fbb8c9da3aa4f9302827,67d16f50a814518212811447,67d161cf3bffdf1fcef74f61,6613,0,9
888,high_certainty,positive,positive,9,relevance,main,28,NA,NA,,Graduated College,relevance_only,248616,1741779024196,1741778775580,male,relevant,English ,NA,NA,63d3fbb8c9da3aa4f9302827,67d16f50a814518212811447,67d161cf3bffdf1fcef74f61,8271,100,10
888,non_answer,N/A,negative,8,relevance,main,28,NA,NA,,Graduated College,relevance_only,248616,1741779024196,1741778775580,male,relevant,English ,NA,NA,63d3fbb8c9da3aa4f9302827,67d16f50a814518212811447,67d161cf3bffdf1fcef74f61,10071,22,11
888,non_answer,N/A,neutral,3,relevance,main,28,NA,NA,,Graduated College,relevance_only,248616,1741779024196,1741778775580,male,relevant,English ,NA,NA,63d3fbb8c9da3aa4f9302827,67d16f50a814518212811447,67d161cf3bffdf1fcef74f61,7489,0,12
888,NA,NA,NA,4,relevance,attention,28,2,2,,Graduated College,relevance_only,248616,1741779024196,1741778775580,male,relevant,English ,0.05,0,63d3fbb8c9da3aa4f9302827,67d16f50a814518212811447,67d161cf3bffdf1fcef74f61,7827,92,13
888,low_certainty,negative,negative,10,relevance,main,28,NA,NA,,Graduated College,relevance_only,248616,1741779024196,1741778775580,male,relevant,English ,NA,NA,63d3fbb8c9da3aa4f9302827,67d16f50a814518212811447,67d161cf3bffdf1fcef74f61,8717,4,14
891,NA,NA,NA,2,relevance,practice,70,NA,NA,great survey,Graduated College,relevance_only,504570,1741779090885,1741778586315,female,relevant,English,NA,NA,5abcf5229534ba0001c6f480,67d16e945d9726672c4f5935,67d161cf3bffdf1fcef74f61,27351,70,1
891,NA,NA,NA,3,relevance,practice,70,NA,NA,great survey,Graduated College,relevance_only,504570,1741779090885,1741778586315,female,relevant,English,NA,NA,5abcf5229534ba0001c6f480,67d16e945d9726672c4f5935,67d161cf3bffdf1fcef74f61,38118,31,2
891,NA,NA,NA,4,relevance,practice,70,NA,NA,great survey,Graduated College,relevance_only,504570,1741779090885,1741778586315,female,relevant,English,NA,NA,5abcf5229534ba0001c6f480,67d16e945d9726672c4f5935,67d161cf3bffdf1fcef74f61,18068,1,3
